Rank_x,Player,Team_x,Age_x,Gp_x,W_x,L_x,Min_x,Pts,Fgm_x,Fga_x,Fg%,3Pm,3Pa,3P%,Ftm,Fta,Ft%,Oreb,Dreb,Reb,Ast,Tov,Stl,Blk,Pf,Fp,Dd2,Td3,Plus/Minus,Year_x,Rank_y,Team_y,Age_y,Gp_y,W_y,L_y,Min_y,Usg%,%Fgm,%Fga,%3Pm,%3Pa,%Ftm,%Fta,%Oreb,%Dreb,%Reb,%Ast,%Tov,%Stl,%Blk,%Blka,%Pf,%Pfd,%Pts,Pos_x,Body Fat %,Hand Length (Inches),Hand Width (Inches),Height W/O Shoes,Height W/ Shoes,Standing Reach,Weight (Lbs),Wingspan,Pos_y,Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press,Unnamed: 8,Position,Fgm_y,Fga_y,Fgm.1,Fga.1,Fgm.2,Fga.2,Fgm.3,Fga.3,Fgm.4,Fga.4,Team,Startdate,Enddate,Injurylengthdays,Injurynotes,Injurytype,Year_y
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-01-19,2012-01-21,2.0,activated from IL,,2012.0
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-01-22,2012-02-13,22.0,activated from IL,,2012.0
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-02-19,2012-04-10,51.0,activated from IL,,2012.0
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-04-13,2012-06-12,60.0,activated from IL,,2012.0
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-11-24,2012-12-06,12.0,activated from IL,,2012.0
430.0,DEXTER PITTMAN,MIA,23.0,2.0,2.0,0.0,5.6,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,1.0,0.0,0.0,1.0,1.8,0.0,0.0,4.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF-C,0.208,10.25,10.5,81.5,83.5,111.0,302.6,90.0,PF-C,,,,,,,,,,,,,,,,,,,Heat,2012-12-10,2012-12-26,16.0,activated from IL,,2012.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2011-01-02,2011-02-16,45.0,activated from IL,,2011.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2012-01-23,2012-02-10,18.0,activated from IL,,2012.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2012-02-15,2012-03-29,43.0,activated from IL,,2012.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2012-04-02,2012-04-20,18.0,activated from IL,,2012.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2012-04-21,2012-04-28,7.0,activated from IL,,2012.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2013-01-20,2013-01-25,5.0,activated from IL,,2013.0
389.0,DOMINIQUE JONES,DAL,22.0,18.0,10.0,8.0,7.5,2.3,0.8,2.5,31.1,0.0,0.2,0.0,0.8,0.9,82.4,0.3,1.1,1.4,1.1,0.6,0.3,0.2,0.4,6.4,0.0,0.0,-1.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.059,9.0,10.25,75.25,77.0,101.0,216.0,81.25,SG,10.88,,3.31,26.0,32.5,19.0,,,,,,,,,,,,,Mavericks,2013-01-29,2013-02-24,26.0,activated from IL,,2013.0
205.0,ED DAVIS,TOR,22.0,65.0,16.0,49.0,24.6,7.7,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,0.7,0.6,1.0,2.8,21.3,13.0,0.0,-5.2,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.1,9.25,10.0,81.0,81.75,108.0,226.6,84.0,PF,11.7,,3.21,31.0,36.0,,,,,,,,,,,,,,,,,,,,
327.0,EKPE UDOH,GSW,24.0,58.0,28.0,30.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,13.6,0.0,0.0,1.8,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.08,9.5,8.75,80.75,81.75,106.5,237.4,88.5,PF,11.15,,3.29,31.0,33.5,10.0,,,,,,,,,,,,,Bucks,2012-12-03,2012-12-12,9.0,activated from IL,,2012.0
327.0,EKPE UDOH,GSW,24.0,58.0,28.0,30.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,13.6,0.0,0.0,1.8,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.08,9.5,8.75,80.75,81.75,106.5,237.4,88.5,PF,11.15,,3.29,31.0,33.5,10.0,,,,,,,,,,,,,Bucks,2012-12-14,2013-04-06,113.0,activated from IL,,2012.0
327.0,EKPE UDOH,GSW,24.0,58.0,28.0,30.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,13.6,0.0,0.0,1.8,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.08,9.5,8.75,80.75,81.75,106.5,237.4,88.5,PF,11.15,,3.29,31.0,33.5,10.0,,,,,,,,,,,,,Bucks,2013-04-12,2013-10-30,201.0,activated from IL,,2013.0
327.0,EKPE UDOH,GSW,24.0,58.0,28.0,30.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,13.6,0.0,0.0,1.8,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.08,9.5,8.75,80.75,81.75,106.5,237.4,88.5,PF,11.15,,3.29,31.0,33.5,10.0,,,,,,,,,,,,,Clippers,2014-11-10,2015-03-29,139.0,activated from IL,,2014.0
327.0,EKPE UDOH,GSW,24.0,58.0,28.0,30.0,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,13.6,0.0,0.0,1.8,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.08,9.5,8.75,80.75,81.75,106.5,237.4,88.5,PF,11.15,,3.29,31.0,33.5,10.0,,,,,,,,,,,,,Clippers,2015-03-31,2015-04-07,7.0,activated from IL,,2015.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Clippers,2012-01-26,2012-02-01,6.0,activated from IL,,2012.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Clippers,2012-01-29,2012-02-01,3.0,activated from IL,,2012.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Clippers,2012-02-11,2013-03-10,393.0,activated from IL,,2012.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Suns,2014-03-12,2015-11-23,621.0,activated from IL,,2014.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Suns,2015-11-25,2015-12-28,33.0,activated from IL,,2015.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Suns,2017-02-13,2017-10-23,252.0,activated from IL,,2017.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Bucks,2018-02-02,2019-12-14,680.0,activated from IL,,2018.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Bucks,2019-12-30,2020-03-09,70.0,activated from IL,,2019.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Bucks,2020-03-11,2020-07-30,141.0,activated from IL,,2020.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Bucks,2020-08-03,2020-08-11,8.0,activated from IL,,2020.0
233.0,ERIC BLEDSOE,LAC,21.0,81.0,32.0,49.0,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,17.3,1.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PG,0.056,8.5,9.75,72.25,73.5,98.0,191.6,79.5,PG,,,,,,9.0,,,,,,,,,,,,,Bucks,2020-08-12,2020-08-30,18.0,activated from IL,,2020.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Blazers,2016-12-26,2017-02-13,49.0,activated from IL,,2016.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Blazers,2017-03-18,2018-02-05,324.0,activated from IL,,2017.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Blazers,2018-02-08,2018-04-19,70.0,activated from IL,,2018.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Blazers,2018-04-21,2019-02-23,308.0,activated from IL,,2018.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Blazers,2019-03-05,2019-03-09,4.0,activated from IL,,2019.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Hawks,2019-11-16,2019-12-21,35.0,activated from IL,,2019.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Hawks,2019-12-27,2020-01-03,7.0,activated from IL,,2019.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Hawks,2020-01-04,2020-01-06,2.0,activated from IL,,2020.0
216.0,EVAN TURNER,PHI,22.0,78.0,40.0,38.0,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,16.4,2.0,0.0,-0.6,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SG,0.086,8.75,9.5,77.75,79.0,103.5,213.8,80.0,SG,11.06,,3.27,27.5,34.5,9.0,,,,,,,,,,,,,Hawks,2020-02-03,2020-02-05,2.0,activated from IL,,2020.0
449.0,GANI LAWAL,PHX,22.0,1.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.063,8.5,10.0,79.5,81.0,107.5,233.4,84.0,PF,11.61,,3.24,27.0,31.5,20.0,,,,,,,,,,,,,Suns,2010-11-15,2010-12-29,44.0,activated from IL,,2010.0
449.0,GANI LAWAL,PHX,22.0,1.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.063,8.5,10.0,79.5,81.0,107.5,233.4,84.0,PF,11.61,,3.24,27.0,31.5,20.0,,,,,,,,,,,,,Suns,2010-12-23,2010-12-29,6.0,activated from IL,,2010.0
449.0,GANI LAWAL,PHX,22.0,1.0,1.0,0.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.0,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,PF,0.063,8.5,10.0,79.5,81.0,107.5,233.4,84.0,PF,11.61,,3.24,27.0,31.5,20.0,,,,,,,,,,,,,Suns,2010-12-31,2011-01-09,9.0,activated from IL,,2010.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Jazz,2010-12-20,2011-01-17,28.0,activated from IL,,2010.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Jazz,2011-01-19,2014-01-13,1090.0,activated from IL,,2011.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Jazz,2014-01-21,2015-03-23,426.0,activated from IL,,2014.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Jazz,2015-03-27,2015-04-15,19.0,activated from IL,,2015.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2018-10-22,2018-11-24,33.0,activated from IL,,2018.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2018-11-26,2018-12-10,14.0,activated from IL,,2018.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2018-12-14,2019-02-21,69.0,activated from IL,,2018.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2019-02-23,2019-03-18,23.0,activated from IL,,2019.0
271.0,GORDON HAYWARD,UTA,21.0,72.0,33.0,39.0,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,10.5,0.0,0.0,-2.7,2010-2011,,,,,,,,,,,,,,,,,,,,,,,,,,SF,0.069,8.5,9.25,78.75,80.0,103.0,211.0,79.75,SF,11.73,,3.22,30.5,34.5,10.0,,,,,,,,,,,,,Celtics,2019-03-24,2019-04-09,16.0,activated from IL,,2019.0
