,BODY FAT %,HAND LENGTH (inches),HAND WIDTH (inches),WEIGHT (LBS),Lane Agility Time,Shuttle Run,Three Quarter Sprint,Standing Vertical Leap,Max Vertical Leap,Max Bench Press,N_Players
Success_Profile,0.05857894736842105,8.464285714285714,9.642857142857142,195.89310344827584,10.991702127659575,3.27,3.159361702127659,29.23404255319149,36.02127659574468,10.972222222222221,7
Risk_Profile,0.06861810755616066,8.715056526207606,9.380010277492293,214.89867229933614,11.355793930839802,3.0687203791469195,3.271710893854748,29.985773768216518,35.46599583622484,9.990833333333333,383
