17285,4/13/11,Nuggets, Wilson Chandler,,activated from IL
17286,4/13/11,Pacers,, Danny Granger,placed on IL for rest
17287,4/13/11,Pacers, James Posey,,activated from IL
17288,4/13/11,Spurs,, Chris Quinn,placed on IL (out for season)
17289,4/13/11,Spurs,, James Anderson,placed on IL
17290,4/13/11,Spurs, Antonio McDyess,,activated from IL
17291,4/13/11,Spurs, Emanuel Ginobili / Manu Ginobili,,activated from IL
17292,4/13/11,Thunder,, Nick Collison,placed on IL (out for season)
17293,4/13/11,Thunder, Byron Mullens / B.J. Mullens,,activated from IL
17294,4/13/11,Lakers, Derrick Caracter,,activated from IL
17295,4/16/11,76ers,, Craig Brackins,placed on IL
17296,4/16/11,76ers,, Darius Songaila,placed on IL
17297,4/16/11,76ers,, Jason Kapono,placed on IL
17298,4/16/11,Blazers,, Luke Babbitt,placed on IL
17299,4/16/11,Bulls,, Jannero Pargo,placed on IL
17300,4/16/11,Bulls,, John Lucas III,placed on IL
17301,4/16/11,Hawks,, Pape Sy,placed on IL
17302,4/16/11,Magic,, Daniel Orton,placed on IL with surgery on left knee (out for season)
17303,4/16/11,Mavericks,, Rodrigue Beaubois,placed on IL with sprained left foot
17304,4/16/11,Pacers,, James Posey,placed on IL
17305,4/17/11,Celtics,, Avery Bradley,placed on IL
17306,4/17/11,Celtics,, Carlos Arroyo,placed on IL
17307,4/17/11,Knicks,, Derrick Brown,placed on IL
17308,4/17/11,Lakers,, Derrick Caracter,placed on IL
17309,4/17/11,Lakers,, Steve Blake,placed on IL with chicken pox
17310,4/17/11,Nuggets,, Arron Afflalo,placed on IL with hamstring injury
17311,4/17/11,Nuggets,, Melvin Ely,placed on IL
17312,4/17/11,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL with sprained right ankle (P) / elbow injury (CBC)
17313,4/17/11,Thunder,, Byron Mullens / B.J. Mullens,placed on IL
17314,4/17/11,Thunder,, Cole Aldrich,placed on IL
17315,4/19/11,Hawks,, Etan Thomas,placed on IL
17316,4/19/11,Hawks, Hilton Armstrong,,activated from IL
17317,4/19/11,Knicks,, Chauncey Billups,placed on IL with strained left knee
17318,4/19/11,Knicks, Derrick Brown,,activated from IL
17319,4/20/11,Lakers,, Trey Johnson,placed on IL
17320,4/20/11,Lakers, Steve Blake,,activated from IL
17321,4/20/11,Spurs, Emanuel Ginobili / Manu Ginobili,,activated from IL
17322,4/23/11,Nuggets,, Timofey Mozgov,placed on IL
17323,4/23/11,Nuggets, Arron Afflalo,,activated from IL
17324,4/24/11,Hawks,, Damien Wilkins,placed on IL
17325,4/24/11,Hawks, Etan Thomas,,activated from IL
17326,4/24/11,Knicks, Chauncey Billups,,activated from IL
17327,4/26/11,Hawks,, Etan Thomas,placed on IL
17328,4/26/11,Hawks, Damien Wilkins,,activated from IL
17329,4/26/11,Lakers,, Theo Ratliff,placed on IL
17330,4/26/11,Lakers, Trey Johnson,,activated from IL
17331,4/28/11,Mavericks,, Corey Brewer,placed on IL
17332,4/28/11,Mavericks, Rodrigue Beaubois,,activated from IL
17333,5/1/11,Celtics,, Carlos Arroyo,placed on IL
17334,5/1/11,Celtics, Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
17335,5/2/11,Hawks,, Kirk Hinrich,placed on IL with strained right hamstring (out for season)
17336,5/2/11,Hawks, Pape Sy,,activated from IL
17337,5/2/11,Mavericks,, Rodrigue Beaubois,placed on IL
17338,5/2/11,Mavericks, Corey Brewer,,activated from IL
17339,5/7/11,Celtics, Shaquille O'Neal,,activated from IL
17340,5/9/11,Heat,, Jamaal Magloire,placed on IL
17341,5/9/11,Heat, Udonis Haslem,,activated from IL
17342,5/11/11,Celtics,, Shaquille O'Neal,placed on IL (out for season)
17343,5/11/11,Celtics, Troy Murphy,,activated from IL
17344,5/15/11,Heat,, Zydrunas Ilgauskas,placed on IL
17345,5/15/11,Heat, Jamaal Magloire,,activated from IL
17346,5/22/11,Heat,, Jamaal Magloire,placed on IL
17347,5/22/11,Heat, Zydrunas Ilgauskas,,activated from IL
17348,5/26/11,Bulls,, Omer Asik,placed on IL with stress fracture in left fibula (out for season)
17349,5/26/11,Bulls, Brian Scalabrine,,activated from IL
17350,5/31/11,Heat,, Zydrunas Ilgauskas,placed on IL
17351,5/31/11,Heat, Erick Dampier,,activated from IL
17352,6/5/11,Mavericks,, Brendan Haywood,placed on IL with strained right hip flexor
17353,6/5/11,Mavericks, Rodrigue Beaubois,,activated from IL
17354,6/7/11,Mavericks,, Rodrigue Beaubois,placed on IL
17355,6/7/11,Mavericks, Brendan Haywood,,activated from IL
17356,6/9/11,Mavericks,, Brendan Haywood,placed on IL with strained right hip flexor (out for season)
17357,6/9/11,Mavericks, Rodrigue Beaubois,,activated from IL
17358,12/25/11,Celtics,, Jeff Green,placed on IL with heart condition (out for season)
17359,12/25/11,Celtics,, Mickael Pietrus,placed on IL with right knee injury
17360,12/25/11,Celtics,, Paul Pierce,placed on IL with bone bruise in right heel
17361,12/25/11,Clippers,, Chris Wright,placed on IL
17362,12/25/11,Heat,, Eddy Curry,placed on IL with strained left hip flexor
17363,12/25/11,Heat,, Mike Miller,placed on IL recovering from surgery to repair hernia
17364,12/25/11,Knicks,, Baron Davis,placed on IL with back injury
17365,12/25/11,Lakers,, Darius Morris,placed on IL
17366,12/25/11,Lakers,, Derrick Caracter,placed on IL recovering from surgery on left knee to repair torn menuscus
17367,12/25/11,Magic,, Daniel Orton,placed on IL
17368,12/25/11,Magic,, DeAndre Liggins,placed on IL with foot injury
17369,12/25/11,Mavericks,, Sean Williams,placed on IL
17370,12/25/11,Thunder,, Lazar Hayward,placed on IL
17371,12/25/11,Thunder,, Ryan Reid,placed on IL
17372,12/26/11,76ers,, Lavoy Allen,placed on IL
17373,12/26/11,Blazers,, Armon Johnson,placed on IL
17374,12/26/11,Blazers,, Greg Oden,placed on IL recovering from surgery on left knee
17375,12/26/11,Bobcats,, Eduardo Najera,placed on IL recovering from surgery on left knee to repair torn cartilage
17376,12/26/11,Bobcats,, Reggie Williams,placed on IL with surrgery on left knee to repair torn meniscus
17377,12/26/11,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with patellar tendinitis in right knee
17378,12/26/11,Bucks,, Tobias Harris,placed on IL with dehydration
17379,12/26/11,Cavaliers,, Mychel Thompson,placed on IL
17380,12/26/11,Cavaliers,, Semih Erden,placed on IL with left thumb injury
17381,12/26/11,Grizzlies,, Darrell Arthur,placed on IL with ruptured right Achilles tendon (out for season)
17382,12/26/11,Grizzlies,, Xavier Henry,placed on IL
17383,12/26/11,Hornets,, DaJuan Summers,placed on IL with hyperextended right knee
17384,12/26/11,Hornets,, Gustavo Ayon,placed on IL
17385,12/26/11,Kings,, Hassan Whiteside,placed on IL recovering from surgery on left knee to repair torn patella tendon
17386,12/26/11,Mavericks,, Brandan Wright,placed on IL
17387,12/26/11,Mavericks, Sean Williams,,activated from IL
17388,12/26/11,Nets,, Brook Lopez,placed on IL recovering from surgery on right foot to repair stress fracture
17389,12/26/11,Nuggets,, Jordan Hamilton,placed on IL
17390,12/26/11,Nuggets,, Julyan Stone,placed on IL
17391,12/26/11,Pacers,, Jeff Foster,placed on IL with back injury
17392,12/26/11,Pacers,, Jeff Pendergraph / Jeff Ayres,placed on IL with sprained right knee
17393,12/26/11,Raptors,, Aaron Gray,placed on IL with irregular heartbeat
17394,12/26/11,Raptors,, Linas Kleiza,placed on IL recovering from microfracture surgery on right knee to repair cartilage damage
17395,12/26/11,Rockets,, Hasheem Thabeet,placed on IL
17396,12/26/11,Rockets,, Patrick Patterson,placed on IL with right ankle injury
17397,12/26/11,Spurs,, Gary Neal,placed on IL recovering from appendectomy
17398,12/26/11,Timberwolves,, Brad Miller,placed on IL recovering from surgery on left knee
17399,12/26/11,Timberwolves,, Martell Webster,placed on IL recovering from surgery on back
17400,12/26/11,Wizards,, Hamady Ndiaye / Hamady N'Diaye,placed on IL
17401,12/26/11,Wizards,, Jan Vesely,placed on IL with hip injury
17402,12/27/11,Hawks,, Donald Sloan,placed on IL
17403,12/27/11,Hawks,, Kirk Hinrich,placed on IL recovering from surgery on left shoulder
17404,12/28/11,Clippers, Chris Wright,,activated from IL
17405,12/28/11,Knicks,, Iman Shumpert,placed on IL with sprained MCL in right knee
17406,12/28/11,Thunder,, Royal Ivey,placed on IL
17407,12/28/11,Thunder, Lazar Hayward,,activated from IL with throat injury
17408,12/28/11,Warriors,, Stephen Curry,placed on IL with sprained right ankle
17409,12/28/11,Wizards,, Maurice Evans,placed on IL with knee injury
17410,12/28/11,Wizards, Hamady Ndiaye / Hamady N'Diaye,,activated from IL
17411,12/29/11,Rockets,, Jeff Adrien,placed on IL
17412,12/29/11,Rockets, Hasheem Thabeet,,activated from IL
17413,12/30/11,Celtics,, Chris Wilcox,placed on IL
17414,12/30/11,Celtics, Paul Pierce,,activated from IL
17415,12/30/11,Magic,, Jameer Nelson,placed on IL with strained neck
17416,12/30/11,Magic, Daniel Orton,,activated from IL
17417,12/30/11,Rockets,, Hasheem Thabeet,placed on IL
17418,12/30/11,Suns,, Michael Redd,placed on IL
17419,12/31/11,Warriors, Stephen Curry,,activated from IL
17420,1/1/12,Hornets, Gustavo Ayon,,activated from IL
17421,1/1/12,Kings,, DeMarcus Cousins,placed on IL
17422,1/1/12,Kings, Hassan Whiteside,,activated from IL
17423,1/1/12,Magic,, Daniel Orton,placed on IL
17424,1/1/12,Magic, Jameer Nelson,,activated from IL
17425,1/1/12,Nuggets,, DeMarre Carroll,placed on IL
17426,1/1/12,Nuggets, Jordan Hamilton,,activated from IL
17427,1/1/12,Wizards, Maurice Evans,,activated from IL
17428,1/1/12,Grizzlies, Xavier Henry,,activated from IL
17429,1/1/12,Wizards,, Hamady Ndiaye / Hamady N'Diaye,placed on IL
17430,1/2/12,Bucks, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
17431,1/2/12,Celtics,, Jermaine O'Neal,placed on IL with sore left hamstring
17432,1/2/12,Celtics, Chris Wilcox,,activated from IL
17433,1/2/12,Nets,, Kris Humphries,placed on IL with sore left shoulder
17434,1/2/12,Nets, Jordan Williams,,activated from IL
17435,1/2/12,Nuggets,, Nene / Nene Hilario / Maybyner Hilario,placed on IL with bruised left heel
17436,1/2/12,Nuggets, Julyan Stone,,activated from IL
17437,1/2/12,Warriors,, David Lee,placed on IL with illness
17438,1/2/12,Wizards,, Ronny Turiaf,placed on IL with broken left hand
17439,1/2/12,Wizards, Jan Vesely,,activated from IL
17440,1/2/12,Spurs, Gary Neal,,activated from IL
17441,1/3/12,Grizzlies,, Zach Randolph,placed on IL with torn MCL in right knee
17442,1/3/12,Kings,, Hassan Whiteside,placed on IL
17443,1/3/12,Kings,, Tyler Honeycutt,placed on IL
17444,1/3/12,Kings, DeMarcus Cousins,,activated from IL
17445,1/3/12,Lakers,, Josh McRoberts,placed on IL with toe injury
17446,1/3/12,Lakers, Darius Morris,,activated from IL
17447,1/3/12,Rockets,, Marcus Morris,placed on IL
17448,1/3/12,Rockets, Hasheem Thabeet,,activated from IL
17449,1/3/12,Thunder,, Thabo Sefolosha,placed on IL with flu-like symptoms
17450,1/3/12,Thunder, Royal Ivey,,activated from IL
17451,1/3/12,Grizzlies, Hamed Haddadi,,activated from IL
17452,1/4/12,Cavaliers, Mychel Thompson,,activated from IL
17453,1/4/12,Celtics,, Ray Allen,placed on IL with illness / flu
17454,1/4/12,Celtics, Jermaine O'Neal,,activated from IL
17455,1/4/12,Clippers,, Chris Wright,placed on IL
17456,1/4/12,Clippers,, Eric Bledsoe,placed on IL with torn lateral meniscus in right knee
17457,1/4/12,Knicks,, Jared Jeffries,placed on IL with calf injury
17458,1/4/12,Knicks, Iman Shumpert,,activated from IL
17459,1/4/12,Mavericks,, Sean Williams,placed on IL
17460,1/4/12,Mavericks, Brandan Wright,,activated from IL
17461,1/4/12,Rockets,, Courtney Lee,placed on IL with calf injury
17462,1/4/12,Rockets, Jeff Adrien,,activated from IL
17463,1/4/12,Spurs,, Cory Joseph,placed on IL
17464,1/4/12,Spurs,, Emanuel Ginobili / Manu Ginobili,placed on IL with broken bone in left hand
17465,1/4/12,Spurs, Gary Neal,,activated from IL
17466,1/4/12,Warriors, David Lee,,activated from IL
17467,1/4/12,Cavaliers,, Christian Eyenga,placed on IL
17468,1/5/12,Bucks,, Andrew Bogut,placed on IL for personal reasons
17469,1/6/12,Celtics,, E'Twaun Moore,placed on IL
17470,1/6/12,Celtics, Ray Allen,,activated from IL
17471,1/6/12,Hawks,, Tracy McGrady,placed on IL with bruised knee
17472,1/6/12,Hawks, Donald Sloan,,activated from IL
17473,1/6/12,Hornets,, Xavier Henry,placed on IL with right ankle inijury
17474,1/6/12,Magic,, Quentin Richardson,placed on IL with right ankle injury
17475,1/6/12,Magic, Daniel Orton,,activated from IL
17476,1/6/12,Nets, Kris Humphries,,activated from IL
17477,1/6/12,Nuggets,, Jordan Hamilton,placed on IL
17478,1/6/12,Nuggets, Nene / Nene Hilario / Maybyner Hilario,,activated from IL
17479,1/6/12,Pacers, Jeff Foster,,activated from IL
17480,1/6/12,Pacers, Jeff Pendergraph / Jeff Ayres,,activated from IL
17481,1/6/12,Thunder,, Royal Ivey,placed on IL
17482,1/6/12,Thunder, Thabo Sefolosha,,activated from IL
17483,1/6/12,Warriors,, Andris Biedrins,placed on IL with right ankle injury
17484,1/6/12,Warriors,, Stephen Curry,placed on IL with sprained right ankle
17485,1/7/12,76ers, Lavoy Allen,,activated from IL
17486,1/7/12,Bucks,, Mike Dunleavy Jr.,placed on IL with groin injury
17487,1/7/12,Bucks, Tobias Harris,,activated from IL
17488,1/7/12,Hawks,, Donald Sloan,placed on IL
17489,1/7/12,Hawks, Tracy McGrady,,activated from IL
17490,1/7/12,Nets,, Mehmet Okur,placed on IL with back spasms
17491,1/8/12,Cavaliers,, Mychel Thompson,placed on IL
17492,1/8/12,Cavaliers, Semih Erden,,activated from IL
17493,1/8/12,Thunder,, Eric Maynor,placed on IL with torn ACL in right knee (out for season)
17494,1/8/12,Thunder, Royal Ivey,,activated from IL
17495,1/9/12,Hawks,, Marvin Williams,placed on IL with sprained left ankle
17496,1/9/12,Hawks, Donald Sloan,,activated from IL
17497,1/9/12,Hornets,, Trevor Ariza,placed on IL
17498,1/9/12,Hornets, DaJuan Summers,,activated from IL
17499,1/9/12,Nets,, Damion James,placed on IL with sore right foot (out for season)
17500,1/9/12,Nuggets,, Julyan Stone,placed on IL
17501,1/9/12,Nuggets, DeMarre Carroll,,activated from IL
17502,1/9/12,Nets, Mehmet Okur,,activated from IL
17503,1/10/12,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with right knee tendinitis
17504,1/10/12,Bucks, Andrew Bogut,,activated from IL
17505,1/10/12,Mavericks,, Jason Kidd,placed on IL with sore lower back
17506,1/10/12,Pacers, Jeff Pendergraph / Jeff Ayres,,activated from IL
17507,1/11/12,Blazers, Luke Babbitt,,activated
17508,1/11/12,Bulls,, C.J. Watson,placed on IL with sprained left elbow
17509,1/11/12,Celtics,, Aleksandar Pavlovic / Sasha Pavlovic,placed on IL
17510,1/11/12,Celtics,, JaJuan Johnson,placed on IL
17511,1/11/12,Celtics, E'Twaun Moore,,activated from IL
17512,1/11/12,Celtics, Mickael Pietrus,,activated from IL
17513,1/11/12,Raptors,, Solomon Alabi,placed on IL
17514,1/11/12,Raptors, Linas Kleiza,,activated from IL
17515,1/11/12,Spurs,, T.J. Ford,placed on IL with torn left hamstring
17516,1/11/12,Spurs, Cory Joseph,,activated from IL
17517,1/12/12,Bucks,, Beno Udrih,placed on IL with sprained/bruised left shoulder
17518,1/12/12,Hawks,, Al Horford,placed on IL with torn left pectoral muscle
17519,1/12/12,Magic,, Daniel Orton,placed on IL
17520,1/12/12,Magic, DeAndre Liggins,,activated from IL
17521,1/12/12,Suns, Michael Redd,,activated from IL
17522,1/12/12,Warriors,, Kwame Brown,placed on IL with surgery to repair torn pectoralis major muscle in chest
17523,1/12/12,Warriors, Andris Biedrins,,activated from IL
17524,1/12/12,Bucks, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
17525,1/12/12,Hawks, Marvin Williams,,activated from IL
17526,1/13/12,Celtics,, Keyon Dooling,placed on IL with knee injury
17527,1/13/12,Celtics, JaJuan Johnson,,activated from IL
17528,1/13/12,Lakers,, Steve Blake,placed on IL with costochondral (rib) fracture in chest
17529,1/13/12,Lakers, Josh McRoberts,,activated from IL
17530,1/13/12,Nuggets,, DeMarre Carroll,placed on IL with hamstring injury
17531,1/13/12,Nuggets,, Jordan Hamilton,placed on IL
17532,1/13/12,Nuggets, Julyan Stone,,activated from IL
17533,1/14/12,Knicks,, Carmelo Anthony,placed on IL with sprained ankle / sprained left wrist (CBC)
17534,1/14/12,Knicks, Jared Jeffries,,activated from IL
17535,1/14/12,Mavericks, Jason Kidd,,activated from IL
17536,1/14/12,Mavericks,, Dominique Jones,placed on IL
17537,1/16/12,Blazers,, Marcus Camby,placed on IL with sprained left ankle
17538,1/16/12,Blazers, Armon Johnson,,activated from IL
17539,1/16/12,Bucks,, Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with right knee tendinitis
17540,1/16/12,Bucks, Beno Udrih,,activated from IL
17541,1/16/12,Bulls,, Richard Hamilton,placed on IL with sore left groin
17542,1/16/12,Bulls, C.J. Watson,,activated from IL
17543,1/16/12,Celtics,, Chris Wilcox,placed on IL with left calf injury
17544,1/16/12,Celtics, Aleksandar Pavlovic / Sasha Pavlovic,,activated from IL
17545,1/16/12,Clippers,, Brian Cook,placed on IL with sprained left ankle
17546,1/16/12,Knicks,, Jeremy Lin,placed on IL
17547,1/16/12,Knicks, Carmelo Anthony,,activated from IL
17548,1/16/12,Magic,, Jason Richardson,placed on IL with left knee injury
17549,1/16/12,Magic, Quentin Richardson,,activated from IL
17550,1/16/12,Thunder, Ryan Reid,,activated from IL
17551,1/17/12,Bulls,, Derrick Rose,placed on IL with sprained left big toe / turf toe
17552,1/17/12,Bulls, Richard Hamilton,,activated from IL
17553,1/17/12,Cavaliers,, Anthony Parker,placed on IL with back injury
17554,1/17/12,Cavaliers, Mychel Thompson,,activated from IL
17555,1/17/12,Heat,, Dexter Pittman,placed on IL flu
17556,1/17/12,Heat, Mike Miller,,activated from IL
17557,1/17/12,Nuggets,, Rudy Fernandez,placed on IL with Achilles tendon injury
17558,1/17/12,Nuggets, Jordan Hamilton,,activated from IL
17559,1/17/12,Rockets,, Hasheem Thabeet,placed on IL
17560,1/17/12,Rockets, Courtney Lee,,activated from IL
17561,1/18/12,Hornets,, Eric Gordon,placed on IL with bruised right knee
17562,1/18/12,Hornets, Trevor Ariza,,activated from IL
17563,1/18/12,Magic,, Hidayet Turkoglu / Hedo Turkoglu,placed on IL with back spasms
17564,1/18/12,Magic, Daniel Orton,,activated from IL
17565,1/18/12,Raptors,, Jerryd Bayless,placed on IL with sprained left ankle
17566,1/18/12,Raptors, Aaron Gray,,activated from IL
17567,1/19/12,Heat,, Dwyane Wade,placed on IL with sprained right ankle
17568,1/19/12,Heat,, Mickell Gladness,placed on IL
17569,1/19/12,Heat, Dexter Pittman,,activated from IL
17570,1/19/12,Heat, Eddy Curry,,activated from IL
17571,1/19/12,Rockets,, Jordan Hill,placed on IL with flu
17572,1/19/12,Rockets, Hasheem Thabeet,,activated from IL
17573,1/20/12,Blazers,, Armon Johnson,placed on IL
17574,1/20/12,Blazers, Marcus Camby,,activated from IL
17575,1/20/12,Bucks,, Darington Hobson,placed on IL
17576,1/20/12,Bucks, Luc Richard Mbah a Moute / Luc Mbah a Moute,,activated from IL
17577,1/20/12,Bucks, Mike Dunleavy Jr.,,activated from IL
17578,1/20/12,Cavaliers,, Mychel Thompson,placed on IL
17579,1/20/12,Cavaliers, Anthony Parker,,activated from IL
17580,1/20/12,Clippers,, Caron Butler,placed on IL with hyperextended right knee
17581,1/20/12,Clippers,, Chris Wright,placed on IL
17582,1/20/12,Clippers, Brian Cook,,activated from IL
17583,1/20/12,Magic,, DeAndre Liggins,placed on IL
17584,1/20/12,Magic, Jason Richardson,,activated from IL
17585,1/20/12,Nuggets,, Jordan Hamilton,placed on IL
17586,1/20/12,Nuggets, Rudy Fernandez,,activated from IL
17587,1/20/12,Pistons,, Charlie Villanueva,placed on IL with sore right ankle
17588,1/20/12,Warriors, Stephen Curry,,activated from IL
17589,1/20/12,Bucks,, Stephen Jackson,placed on IL for suspension
17590,1/21/12,Bobcats, Eduardo Najera,,activated from IL
17591,1/21/12,Heat,, Dexter Pittman,placed on IL with flu
17592,1/21/12,Heat, Mickell Gladness,,activated from IL
17593,1/21/12,Nuggets,, Arron Afflalo,placed on IL with strained right groin
17594,1/21/12,Nuggets, Jordan Hamilton,,activated from IL
17595,1/21/12,Rockets,, Hasheem Thabeet,placed on IL
17596,1/21/12,Rockets, Jordan Hill,,activated from IL
17597,1/22/12,Bucks,, Jon Brockman,placed on IL
17598,1/22/12,Bucks, Stephen Jackson,,activated from IL
17599,1/22/12,Clippers,, Chris Paul,placed on IL with strained left hamstring
17600,1/22/12,Clippers, Caron Butler,,activated from IL
17601,1/22/12,Heat,, Mickell Gladness,placed on IL
17602,1/22/12,Heat, Dexter Pittman,,activated from IL
17603,1/22/12,Raptors,, Andrea Bargnani,placed on IL with strained left calf
17604,1/22/12,Raptors, Jerryd Bayless,,activated from IL
17605,1/23/12,Bulls,, Taj Gibson,placed on IL with sprained left ankle
17606,1/23/12,Bulls, Derrick Rose,,activated from IL
17607,1/23/12,Magic,, Daniel Orton,placed on IL
17608,1/23/12,Magic, Hidayet Turkoglu / Hedo Turkoglu,,activated from IL
17609,1/23/12,Mavericks,, Vince Carter,placed on IL with sprained left foot
17610,1/23/12,Mavericks, Dominique Jones,,activated from IL
17611,1/24/12,Cavaliers,, Tristan Thompson,placed on IL with sprained left ankle
17612,1/24/12,Cavaliers, Christian Eyenga,,activated from IL
17613,1/24/12,Knicks,, Josh Harrellson,placed on IL with wrist injury
17614,1/24/12,Knicks, Jeremy Lin,,activated from IL
17615,1/24/12,Raptors,, Jamaal Magloire,placed on IL
17616,1/24/12,Raptors, Andrea Bargnani,,activated from IL
17617,1/25/12,Clippers,, Travis Leslie,placed on IL
17618,1/25/12,Clippers, Chris Paul,,activated from IL
17619,1/25/12,Hawks,, Donald Sloan,placed on IL
17620,1/25/12,Hawks, Kirk Hinrich,,activated from IL
17621,1/25/12,Hornets,, Chris Kaman,placed on IL
17622,1/25/12,Hornets, Xavier Henry,,activated from IL
17623,1/25/12,Raptors,, Anthony Carter,placed on IL
17624,1/25/12,Raptors, Jamaal Magloire,,activated from IL
17625,1/25/12,Kings, Hassan Whiteside,,activated from IL
17626,1/25/12,Lakers, Derrick Caracter,,activated from IL
17627,1/25/12,Nuggets, Arron Afflalo,,activated from IL
17628,1/26/12,Celtics,, Rajon Rondo,placed on IL with sprained right wrist
17629,1/26/12,Celtics, Chris Wilcox,,activated from IL
17630,1/26/12,Celtics, Keyon Dooling,,activated from IL
17631,1/26/12,Magic,, Justin Harper,placed on IL
17632,1/26/12,Magic, Daniel Orton,,activated from IL
17633,1/26/12,Clippers, Eric Bledsoe,,activated from IL
17634,1/27/12,76ers,, Nikola Vucevic,placed on IL
17635,1/27/12,Bucks,, Andrew Bogut,placed on IL with fractured left ankle
17636,1/27/12,Bucks, Jon Brockman,,activated from IL
17637,1/27/12,Bulls,, Luol Deng,placed on IL with torn ligament in left wrist
17638,1/27/12,Bulls, Taj Gibson,,activated from IL
17639,1/27/12,Cavaliers,, Luke Harangody,placed on IL
17640,1/27/12,Cavaliers, Tristan Thompson,,activated from IL
17641,1/27/12,Heat,, Terrel Harris,placed on IL
17642,1/27/12,Heat, Dwyane Wade,,activated from IL
17643,1/27/12,Knicks,, Carmelo Anthony,placed on IL with sprained right ankle / wrist injury (CBC)
17644,1/27/12,Knicks, Josh Harrellson,,activated from IL
17645,1/27/12,Magic,, Ryan Anderson,placed on IL with sore left calf
17646,1/27/12,Magic, Justin Harper,,activated from IL
17647,1/27/12,Mavericks,, Dirk Nowitzki,placed on IL with sore right knee
17648,1/27/12,Mavericks, Vince Carter,,activated from IL
17649,1/27/12,Nuggets,, Ty Lawson,placed on IL with sprained left ankle
17650,1/27/12,Raptors,, Andrea Bargnani,placed on IL with strained left calf
17651,1/27/12,Raptors, Solomon Alabi,,activated from IL
17652,1/27/12,Rockets,, Kevin Martin,placed on IL with plantar fasciitis in right foot
17653,1/27/12,Rockets, Hasheem Thabeet,,activated from IL
17654,1/27/12,Timberwolves,, Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL with sprained left ankle
17655,1/27/12,Timberwolves,, Malcolm Lee,placed on IL with recovering from surgery on left knee to repair torn meniscus
17656,1/27/12,Timberwolves, Brad Miller,,activated from IL
17657,1/27/12,Timberwolves, Martell Webster,,activated from IL
17658,1/28/12,Bobcats,, Corey Maggette,placed on IL (date approximate)
17659,1/28/12,Kings,, Hassan Whiteside,placed on IL
17660,1/28/12,Knicks,, Josh Harrellson,placed on IL with wrist injury
17661,1/28/12,Lakers,, Derrick Caracter,placed on IL
17662,1/29/12,Cavaliers,, Daniel Gibson,placed on IL with sore neck
17663,1/29/12,Cavaliers, Mychel Thompson,,activated from IL
17664,1/29/12,Celtics,, Keyon Dooling,placed on IL with right hip pointer
17665,1/29/12,Magic,, Jameer Nelson,placed on IL with concussion
17666,1/29/12,Magic, Ryan Anderson,,activated from IL
17667,1/29/12,Mavericks,, Jason Kidd,placed on IL with strained right calf
17668,1/29/12,Mavericks, Dirk Nowitzki,,activated from IL
17669,1/29/12,Nets,, Mehmet Okur,placed on IL with sore lower back
17670,1/29/12,Nuggets,, Jordan Hamilton,placed on IL
17671,1/29/12,Raptors,, Leandro Barbosa,placed on IL with sore left ankle
17672,1/29/12,Raptors, Anthony Carter,,activated from IL
17673,1/29/12,Clippers, Eric Bledsoe,,activated from IL
17674,1/29/12,Nets, Jordan Williams,,activated from IL
17675,1/30/12,76ers,, Spencer Hawes,placed on IL with strained left Achilles tendon
17676,1/30/12,76ers, Nikola Vucevic,,activated from IL
17677,1/30/12,Magic,, Jason Richardson,placed on IL for rest / sore left knee
17678,1/30/12,Magic, DeAndre Liggins,,activated from IL
17679,1/30/12,Rockets,, Hasheem Thabeet,placed on IL
17680,1/30/12,Rockets, Kevin Martin,,activated from IL
17681,1/30/12,Thunder,, Ryan Reid,placed on IL (date approximate)
17682,1/30/12,Wizards,, Andray Blatche,placed on IL with strained left calf
17683,1/30/12,Spurs,, Malcolm Thomas (b. 1988-11-08),placed on IL
17684,1/30/12,Wizards, Hamady Ndiaye / Hamady N'Diaye,,activated from IL
17685,1/31/12,Bobcats,, D.J. Augustine,placed on IL
17686,1/31/12,Bobcats, Reggie Williams,,activated from IL
17687,1/31/12,Cavaliers,, Anthony Parker,placed on IL with strained lower back
17688,1/31/12,Kings, Tyler Honeycutt,,activated from IL
17689,1/31/12,Knicks, Carmelo Anthony,,activated from IL
17690,1/31/12,Nets,, DeShawn Stevenson,placed on IL with sore right knee
17691,1/31/12,Nuggets, Ty Lawson,,activated from IL
17692,1/31/12,Raptors,, Solomon Alabi,placed on IL
17693,1/31/12,Raptors, Leandro Barbosa,,activated from IL
17694,2/1/12,Blazers,, Nicolas Batum,placed on IL with left knee injury
17695,2/1/12,Blazers, Armon Johnson,,activated from IL
17696,2/1/12,Clippers,, Eric Bledsoe,placed on IL with sore right knee
17697,2/1/12,Clippers, Travis Leslie,,activated from IL
17698,2/1/12,Raptors,, Linas Kleiza,placed on IL with sore right knee
17699,2/1/12,Raptors, Solomon Alabi,,activated from IL
17700,2/1/12,Timberwolves,, Anthony Randolph,placed on IL
